[ INFO ][ 2022-07-01 00:00:02,218 ][ functions ][ 41666 ][ 140503746868992 ] ==> [ 127.0.0.1:1:darkman ]**[ function: index ]**[ datas:{'REMOTE_HOST': '', 'REQUEST_METHOD': 'GET', 'HTTP_USER_AGENT': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36', 'SERVER_NAME': 'localhost', 'PATH_INFO': '/back-office/dashboard', 'REMOTE_ADDR': '127.0.0.1', 'CSRF_COOKIE': 'B9m6KL3YDQEFfPuG1uWqRyWwszpyO4LfOjJH57QXnHxa1b4jqeMVjBFy1D5Fa3OM', 'CONTENT_LENGTH': '', 'HTTP_ACCEPT': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9', 'HTTP_COOKIE': 'twk_idm_key=u8eFK4mNtAsI-jy2jx9SK; twk_uuid_6294acd4b0d10b6f3e74bac5=%7B%22uuid%22%3A%221.F1GlzKiF2ulQ0bylrgcRFOfs5X9uKIhboJTDrjHKhlgMR4jfS3E9PHZ56Fe01lgqszdctOOZcmj1Ei0efAOXgqSaogqzWOOOl865NpTXFmM8qdCVr9TJEqhUsMtMjgLlpPlkQ2m22JWY%22%2C%22version%22%3A3%2C%22domain%22%3A%22127.0.0.1%22%2C%22ts%22%3A1656615374234%7D; TawkConnectionTime=0; csrftoken=B9m6KL3YDQEFfPuG1uWqRyWwszpyO4LfOjJH57QXnHxa1b4jqeMVjBFy1D5Fa3OM; sessionid=peuusvsltmtn2va4is70lu40qcr6rgaf', 'HTTP_HOST': '127.0.0.1:8000', 'HTTP_REFERER': 'http://127.0.0.1:8000/back-office/dashboard', 'SERVER_PORT': '8000', 'CONTENT_TYPE': 'text/plain', 'QUERY_STRING': '', 'HTTP_ACCEPT_ENCODING': 'gzip, deflate, br', 'HTTP_ACCEPT_LANGUAGE': 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7'} ]
[ INFO ][ 2022-07-01 00:00:45,771 ][ functions ][ 41666 ][ 140503746868992 ] ==> [ 127.0.0.1:1:darkman ]**[ function: index ]**[ datas:{'REMOTE_HOST': '', 'REQUEST_METHOD': 'GET', 'HTTP_USER_AGENT': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36', 'SERVER_NAME': 'localhost', 'PATH_INFO': '/back-office/dashboard', 'REMOTE_ADDR': '127.0.0.1', 'CSRF_COOKIE': 'B9m6KL3YDQEFfPuG1uWqRyWwszpyO4LfOjJH57QXnHxa1b4jqeMVjBFy1D5Fa3OM', 'CONTENT_LENGTH': '', 'HTTP_ACCEPT': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9', 'HTTP_COOKIE': 'twk_idm_key=u8eFK4mNtAsI-jy2jx9SK; twk_uuid_6294acd4b0d10b6f3e74bac5=%7B%22uuid%22%3A%221.F1GlzKiF2ulQ0bylrgcRFOfs5X9uKIhboJTDrjHKhlgMR4jfS3E9PHZ56Fe01lgqszdctOOZcmj1Ei0efAOXgqSaogqzWOOOl865NpTXFmM8qdCVr9TJEqhUsMtMjgLlpPlkQ2m22JWY%22%2C%22version%22%3A3%2C%22domain%22%3A%22127.0.0.1%22%2C%22ts%22%3A1656615374234%7D; TawkConnectionTime=0; csrftoken=B9m6KL3YDQEFfPuG1uWqRyWwszpyO4LfOjJH57QXnHxa1b4jqeMVjBFy1D5Fa3OM; sessionid=peuusvsltmtn2va4is70lu40qcr6rgaf', 'HTTP_HOST': '127.0.0.1:8000', 'HTTP_REFERER': 'http://127.0.0.1:8000/back-office/dashboard', 'SERVER_PORT': '8000', 'CONTENT_TYPE': 'text/plain', 'QUERY_STRING': '', 'HTTP_ACCEPT_ENCODING': 'gzip, deflate, br', 'HTTP_ACCEPT_LANGUAGE': 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7'} ]
[ INFO ][ 2022-07-01 00:01:29,857 ][ functions ][ 41666 ][ 140503746868992 ] ==> [ 127.0.0.1:1:darkman ]**[ function: index ]**[ datas:{'REMOTE_HOST': '', 'REQUEST_METHOD': 'GET', 'HTTP_USER_AGENT': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36', 'SERVER_NAME': 'localhost', 'PATH_INFO': '/back-office/dashboard', 'REMOTE_ADDR': '127.0.0.1', 'CSRF_COOKIE': 'B9m6KL3YDQEFfPuG1uWqRyWwszpyO4LfOjJH57QXnHxa1b4jqeMVjBFy1D5Fa3OM', 'CONTENT_LENGTH': '', 'HTTP_ACCEPT': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9', 'HTTP_COOKIE': 'twk_idm_key=u8eFK4mNtAsI-jy2jx9SK; twk_uuid_6294acd4b0d10b6f3e74bac5=%7B%22uuid%22%3A%221.F1GlzKiF2ulQ0bylrgcRFOfs5X9uKIhboJTDrjHKhlgMR4jfS3E9PHZ56Fe01lgqszdctOOZcmj1Ei0efAOXgqSaogqzWOOOl865NpTXFmM8qdCVr9TJEqhUsMtMjgLlpPlkQ2m22JWY%22%2C%22version%22%3A3%2C%22domain%22%3A%22127.0.0.1%22%2C%22ts%22%3A1656615374234%7D; TawkConnectionTime=0; csrftoken=B9m6KL3YDQEFfPuG1uWqRyWwszpyO4LfOjJH57QXnHxa1b4jqeMVjBFy1D5Fa3OM; sessionid=peuusvsltmtn2va4is70lu40qcr6rgaf', 'HTTP_HOST': '127.0.0.1:8000', 'HTTP_REFERER': 'http://127.0.0.1:8000/back-office/dashboard', 'SERVER_PORT': '8000', 'CONTENT_TYPE': 'text/plain', 'QUERY_STRING': '', 'HTTP_ACCEPT_ENCODING': 'gzip, deflate, br', 'HTTP_ACCEPT_LANGUAGE': 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7'} ]
[ DEBUG ][ 2022-07-01 09:29:28,791 ][ base ][ 3333 ][ 140099725580032 ] ==> [+] while login got request user lang: fr
[ DEBUG ][ 2022-07-01 09:29:28,792 ][ base ][ 3333 ][ 140099725580032 ] ==> [+] while login got default user lang: en
[ DEBUG ][ 2022-07-01 09:29:28,916 ][ base ][ 3333 ][ 140099725580032 ] ==> [+] activating user lang: en
[ INFO ][ 2022-07-01 09:29:29,237 ][ functions ][ 3333 ][ 140099725580032 ] ==> [ 127.0.0.1:1:darkman ]**[ function: index ]**[ datas:{'HTTP_USER_AGENT': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36', 'REMOTE_HOST': '', 'REMOTE_ADDR': '127.0.0.1', 'HTTP_ACCEPT': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9', 'HTTP_REFERER': 'http://127.0.0.1:8000/back-office/login/', 'QUERY_STRING': '', 'SERVER_NAME': 'localhost', 'HTTP_ACCEPT_ENCODING': 'gzip, deflate, br', 'SERVER_PORT': '8000', 'HTTP_ACCEPT_LANGUAGE': 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7', 'CONTENT_TYPE': 'text/plain', 'HTTP_COOKIE': 'twk_idm_key=u8eFK4mNtAsI-jy2jx9SK; twk_uuid_6294acd4b0d10b6f3e74bac5=%7B%22uuid%22%3A%221.F1GlzKiF2ulQ0bylrgcRFOfs5X9uKIhboJTDrjHKhlgMR4jfS3E9PHZ56Fe01lgqszdctOOZcmj1Ei0efAOXgqSaogqzWOOOl865NpTXFmM8qdCVr9TJEqhUsMtMjgLlpPlkQ2m22JWY%22%2C%22version%22%3A3%2C%22domain%22%3A%22127.0.0.1%22%2C%22ts%22%3A1656615374234%7D; TawkConnectionTime=0; csrftoken=1VKPsSlTk0ca76TPWyomTPB8RtTEAzxDSqSUPvFuY7947mktENX5HjQggzQ3GB4N; sessionid=zqtzwrae01ox96hfqe0ba5u7yw4k7fis', 'CSRF_COOKIE': '1VKPsSlTk0ca76TPWyomTPB8RtTEAzxDSqSUPvFuY7947mktENX5HjQggzQ3GB4N', 'HTTP_HOST': '127.0.0.1:8000', 'REQUEST_METHOD': 'GET', 'PATH_INFO': '/back-office/dashboard', 'CONTENT_LENGTH': ''} ]
[ INFO ][ 2022-07-01 09:30:11,643 ][ functions ][ 3333 ][ 140099725580032 ] ==> [ 127.0.0.1:1:darkman ]**[ function: index ]**[ datas:{'HTTP_USER_AGENT': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36', 'REMOTE_HOST': '', 'REMOTE_ADDR': '127.0.0.1', 'HTTP_ACCEPT': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9', 'HTTP_REFERER': 'http://127.0.0.1:8000/back-office/dashboard', 'QUERY_STRING': '', 'SERVER_NAME': 'localhost', 'HTTP_ACCEPT_ENCODING': 'gzip, deflate, br', 'SERVER_PORT': '8000', 'HTTP_ACCEPT_LANGUAGE': 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7', 'CONTENT_TYPE': 'text/plain', 'HTTP_COOKIE': 'twk_idm_key=u8eFK4mNtAsI-jy2jx9SK; twk_uuid_6294acd4b0d10b6f3e74bac5=%7B%22uuid%22%3A%221.F1GlzKiF2ulQ0bylrgcRFOfs5X9uKIhboJTDrjHKhlgMR4jfS3E9PHZ56Fe01lgqszdctOOZcmj1Ei0efAOXgqSaogqzWOOOl865NpTXFmM8qdCVr9TJEqhUsMtMjgLlpPlkQ2m22JWY%22%2C%22version%22%3A3%2C%22domain%22%3A%22127.0.0.1%22%2C%22ts%22%3A1656615374234%7D; TawkConnectionTime=0; csrftoken=1VKPsSlTk0ca76TPWyomTPB8RtTEAzxDSqSUPvFuY7947mktENX5HjQggzQ3GB4N; sessionid=zqtzwrae01ox96hfqe0ba5u7yw4k7fis', 'CSRF_COOKIE': '1VKPsSlTk0ca76TPWyomTPB8RtTEAzxDSqSUPvFuY7947mktENX5HjQggzQ3GB4N', 'HTTP_HOST': '127.0.0.1:8000', 'REQUEST_METHOD': 'GET', 'PATH_INFO': '/back-office/dashboard', 'CONTENT_LENGTH': ''} ]
[ INFO ][ 2022-07-01 09:30:52,388 ][ functions ][ 3333 ][ 140099725580032 ] ==> [ 127.0.0.1:1:darkman ]**[ function: index ]**[ datas:{'HTTP_USER_AGENT': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36', 'REMOTE_HOST': '', 'REMOTE_ADDR': '127.0.0.1', 'HTTP_ACCEPT': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9', 'HTTP_REFERER': 'http://127.0.0.1:8000/back-office/dashboard', 'QUERY_STRING': '', 'SERVER_NAME': 'localhost', 'HTTP_ACCEPT_ENCODING': 'gzip, deflate, br', 'SERVER_PORT': '8000', 'HTTP_ACCEPT_LANGUAGE': 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7', 'CONTENT_TYPE': 'text/plain', 'HTTP_COOKIE': 'twk_idm_key=u8eFK4mNtAsI-jy2jx9SK; twk_uuid_6294acd4b0d10b6f3e74bac5=%7B%22uuid%22%3A%221.F1GlzKiF2ulQ0bylrgcRFOfs5X9uKIhboJTDrjHKhlgMR4jfS3E9PHZ56Fe01lgqszdctOOZcmj1Ei0efAOXgqSaogqzWOOOl865NpTXFmM8qdCVr9TJEqhUsMtMjgLlpPlkQ2m22JWY%22%2C%22version%22%3A3%2C%22domain%22%3A%22127.0.0.1%22%2C%22ts%22%3A1656615374234%7D; TawkConnectionTime=0; csrftoken=1VKPsSlTk0ca76TPWyomTPB8RtTEAzxDSqSUPvFuY7947mktENX5HjQggzQ3GB4N; sessionid=zqtzwrae01ox96hfqe0ba5u7yw4k7fis', 'CSRF_COOKIE': '1VKPsSlTk0ca76TPWyomTPB8RtTEAzxDSqSUPvFuY7947mktENX5HjQggzQ3GB4N', 'HTTP_HOST': '127.0.0.1:8000', 'REQUEST_METHOD': 'GET', 'PATH_INFO': '/back-office/dashboard', 'CONTENT_LENGTH': ''} ]
[ INFO ][ 2022-07-01 09:31:36,865 ][ functions ][ 3333 ][ 140099725580032 ] ==> [ 127.0.0.1:1:darkman ]**[ function: index ]**[ datas:{'HTTP_USER_AGENT': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36', 'REMOTE_HOST': '', 'REMOTE_ADDR': '127.0.0.1', 'HTTP_ACCEPT': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9', 'HTTP_REFERER': 'http://127.0.0.1:8000/back-office/dashboard', 'QUERY_STRING': '', 'SERVER_NAME': 'localhost', 'HTTP_ACCEPT_ENCODING': 'gzip, deflate, br', 'SERVER_PORT': '8000', 'HTTP_ACCEPT_LANGUAGE': 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7', 'CONTENT_TYPE': 'text/plain', 'HTTP_COOKIE': 'twk_idm_key=u8eFK4mNtAsI-jy2jx9SK; csrftoken=1VKPsSlTk0ca76TPWyomTPB8RtTEAzxDSqSUPvFuY7947mktENX5HjQggzQ3GB4N; sessionid=zqtzwrae01ox96hfqe0ba5u7yw4k7fis; TawkConnectionTime=0; twk_uuid_6294acd4b0d10b6f3e74bac5=%7B%22uuid%22%3A%221.F1GlzKiF2ulQ0bylrgcRFOfs5X9uKIhboJTDrjHKhlgMR4jfS3E9PHZ56Fe01lgqszdctOOZcmj1Ei0efAOXgqSaogqzWOOOl865NpTXFmM8qdCVr9TJEqhUsMtMjgLlpPlkQ2m22JWY%22%2C%22version%22%3A3%2C%22domain%22%3A%22127.0.0.1%22%2C%22ts%22%3A1656667867576%7D', 'CSRF_COOKIE': '1VKPsSlTk0ca76TPWyomTPB8RtTEAzxDSqSUPvFuY7947mktENX5HjQggzQ3GB4N', 'HTTP_HOST': '127.0.0.1:8000', 'REQUEST_METHOD': 'GET', 'PATH_INFO': '/back-office/dashboard', 'CONTENT_LENGTH': ''} ]
[ INFO ][ 2022-07-01 09:32:19,174 ][ functions ][ 3333 ][ 140099725580032 ] ==> [ 127.0.0.1:1:darkman ]**[ function: index ]**[ datas:{'HTTP_USER_AGENT': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36', 'REMOTE_HOST': '', 'REMOTE_ADDR': '127.0.0.1', 'HTTP_ACCEPT': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9', 'HTTP_REFERER': 'http://127.0.0.1:8000/back-office/dashboard', 'QUERY_STRING': '', 'SERVER_NAME': 'localhost', 'HTTP_ACCEPT_ENCODING': 'gzip, deflate, br', 'SERVER_PORT': '8000', 'HTTP_ACCEPT_LANGUAGE': 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7', 'CONTENT_TYPE': 'text/plain', 'HTTP_COOKIE': 'twk_idm_key=u8eFK4mNtAsI-jy2jx9SK; csrftoken=1VKPsSlTk0ca76TPWyomTPB8RtTEAzxDSqSUPvFuY7947mktENX5HjQggzQ3GB4N; sessionid=zqtzwrae01ox96hfqe0ba5u7yw4k7fis; TawkConnectionTime=0; twk_uuid_6294acd4b0d10b6f3e74bac5=%7B%22uuid%22%3A%221.F1GlzKiF2ulQ0bylrgcRFOfs5X9uKIhboJTDrjHKhlgMR4jfS3E9PHZ56Fe01lgqszdctOOZcmj1Ei0efAOXgqSaogqzWOOOl865NpTXFmM8qdCVr9TJEqhUsMtMjgLlpPlkQ2m22JWY%22%2C%22version%22%3A3%2C%22domain%22%3A%22127.0.0.1%22%2C%22ts%22%3A1656667900155%7D', 'CSRF_COOKIE': '1VKPsSlTk0ca76TPWyomTPB8RtTEAzxDSqSUPvFuY7947mktENX5HjQggzQ3GB4N', 'HTTP_HOST': '127.0.0.1:8000', 'REQUEST_METHOD': 'GET', 'PATH_INFO': '/back-office/dashboard', 'CONTENT_LENGTH': ''} ]
